Study,Site Number,Site Name,SubjectName,Open Date,Open By,Query Text,Group Name,Response Date,Responded By,Answer Text,Query Closed Date,Closed By,Query Status
ABC TEST TRIAL,124,Site 124,1241124,19-May-23,EDZ,Please complete this field,System,,,,19-May-23,OKU,Cancelled
ABC TEST TRIAL,479,Site 479,4791479,12-Oct-22,TSF,Please complete this field,Medical Monitor,17-Oct-22,GRV,Updated,17-Dec-22,KPO,Closed
ABC TEST TRIAL,469,Site 469,4691469,10-Oct-22,QZW,Please complete this field,Medical Monitor,3-Nov-22,DKR,Updated,17-Dec-22,HIZ,Closed
ABC TEST TRIAL,183,Site 183,1831183,13-Aug-22,ULX,Please complete this field,Medical Monitor,23-Aug-22,QOC,Updated,25-Aug-22,ZWJ,Closed
ABC TEST TRIAL,301,Site 301,3011301,13-Aug-22,GWS,Please complete this field,Medical Monitor,,,,18-Aug-22,DPI,Cancelled
ABC TEST TRIAL,241,Site 241,2411241,13-Aug-22,INN,Please complete this field,Medical Monitor,,,,18-Aug-22,SFL,Cancelled
ABC TEST TRIAL,488,Site 488,4881488,10-Mar-23,XQT,Please complete this field,CDM,,,,10-Mar-23,CIJ,Cancelled
ABC TEST TRIAL,195,Site 195,1951195,19-Jan-23,ZEQ,Please complete this field,CDM,,,,19-Jan-23,QQA,Cancelled
ABC TEST TRIAL,374,Site 374,3741374,19-Jan-23,TOK,Please complete this field,CDM,,,,19-Jan-23,JJC,Cancelled
ABC TEST TRIAL,334,Site 334,3341334,14-Jul-23,EGZ,Please complete this field,CDM,,,,17-Jul-23,OHL,Cancelled
ABC TEST TRIAL,241,Site 241,2411241,27-Jun-23,HLV,Please complete this field,System,,,,27-Jun-23,JOI,Cancelled
ABC TEST TRIAL,366,Site 366,3661366,13-Jan-23,SDE,Please complete this field,Medical Monitor,17-Jan-23,LHS,Updated,17-Jan-23,LBI,Closed
ABC TEST TRIAL,124,Site 124,1241124,11-Oct-23,XFM,Please complete this field,CRA,23-Oct-23,HTG,Updated,30-Oct-23,FGB,Closed
ABC TEST TRIAL,447,Site 447,4471447,9-Mar-23,ELA,Please complete this field,CRA,20-Mar-23,JRM,Updated,17-Apr-23,PFQ,Closed
ABC TEST TRIAL,306,Site 306,3061306,26-Aug-22,ZSN,Please complete this field,CRA,30-Aug-22,JAG,Updated,31-Aug-22,NBE,Closed
ABC TEST TRIAL,262,Site 262,2621262,28-Jul-22,DTC,Please complete this field,CRA,29-Jul-22,DOF,Updated,2-Aug-22,JJJ,Closed
ABC TEST TRIAL,295,Site 295,2951295,28-Jul-22,TKU,Please complete this field,CRA,29-Jul-22,QOX,Updated,29-Jul-22,FGA,Closed
ABC TEST TRIAL,488,Site 488,4881488,28-Jul-22,ORK,Please complete this field,CRA,29-Jul-22,HXH,Updated,29-Jul-22,MND,Closed
ABC TEST TRIAL,156,Site 156,1561156,21-Jun-23,DOS,Please complete this field,CRA,21-Jun-23,XZR,Updated,25-Jun-23,TCY,Closed
ABC TEST TRIAL,323,Site 323,3231323,1-Apr-24,SJR,Please complete this field,CRA,2-Apr-24,KSX,Updated,3-Apr-24,LYC,Closed
ABC TEST TRIAL,374,Site 374,3741374,20-Jan-24,LRK,Please complete this field,CRA,30-Jan-24,TBP,Updated,2-Feb-24,UYI,Closed
ABC TEST TRIAL,154,Site 154,1541154,28-Jul-22,RAD,Please complete this field,CRA,29-Jul-22,RVH,Updated,29-Jul-22,KQV,Closed
ABC TEST TRIAL,445,Site 445,4451445,5-Jul-23,DLS,Please complete this field,CRA,5-Jul-23,UMN,Updated,13-Jul-23,KQB,Closed
ABC TEST TRIAL,496,Site 496,4961496,1-Feb-23,SFY,Please complete this field,CRA,2-Feb-23,HOW,Updated,2-Feb-23,TPN,Closed
ABC TEST TRIAL,256,Site 256,2561256,1-Feb-23,SEL,Please complete this field,CRA,2-Feb-23,URL,Updated,2-Feb-23,GWC,Closed
ABC TEST TRIAL,293,Site 293,2931293,1-Feb-23,NTW,Please complete this field,CRA,,,,1-Feb-23,DVR,Cancelled
ABC TEST TRIAL,452,Site 452,4521452,1-Feb-23,NLH,Please complete this field,CRA,2-Feb-23,IBG,Updated,2-Feb-23,VNJ,Closed
ABC TEST TRIAL,294,Site 294,2941294,23-Mar-23,XLV,Please complete this field,CRA,18-Apr-23,QIJ,Updated,19-Apr-23,ONA,Closed
ABC TEST TRIAL,280,Site 280,2801280,19-Apr-23,JZH,Please complete this field,CRA,27-Apr-23,QDK,Updated,17-May-23,QXX,Closed
ABC TEST TRIAL,294,Site 294,2941294,18-Jan-23,VQS,Please complete this field,CRA,18-Jan-23,GQJ,Updated,18-Jan-23,UJR,Closed
ABC TEST TRIAL,492,Site 492,4921492,17-Jan-23,OJO,Please complete this field,CRA,17-Jan-23,IDK,Updated,18-Jan-23,PJH,Closed
ABC TEST TRIAL,132,Site 132,1321132,18-Jan-23,HXY,Please complete this field,CRA,18-Jan-23,ENY,Updated,18-Jan-23,PML,Closed
ABC TEST TRIAL,445,Site 445,4451445,9-Nov-22,FWR,Please complete this field,CRA,16-Nov-22,JTU,Updated,18-Jan-23,OYR,Closed
ABC TEST TRIAL,267,Site 267,2671267,13-Jan-23,BSF,Please complete this field,CRA,13-Jan-23,BVN,Updated,13-Jan-23,HOA,Closed
ABC TEST TRIAL,301,Site 301,3011301,27-Mar-23,AXL,Please complete this field,CRA,30-Mar-23,EHX,Updated,13-Apr-23,DWB,Closed
ABC TEST TRIAL,447,Site 447,4471447,27-Mar-23,URH,Please complete this field,CRA,30-Mar-23,LOZ,Updated,13-Apr-23,QUT,Closed
ABC TEST TRIAL,241,Site 241,2411241,28-Mar-23,TAL,Please complete this field,CRA,31-Mar-23,FQP,Updated,13-Apr-23,YRO,Closed
ABC TEST TRIAL,479,Site 479,4791479,28-Mar-23,WFD,Please complete this field,CRA,31-Mar-23,NAM,Updated,13-Apr-23,MRT,Closed
ABC TEST TRIAL,298,Site 298,2981298,17-Jan-23,MCA,Please complete this field,CRA,17-Jan-23,QKW,Updated,18-Jan-23,BLP,Closed
ABC TEST TRIAL,404,Site 404,4041404,9-Aug-23,PPP,Please complete this field,CRA,9-Aug-23,CTF,Updated,10-Aug-23,SZQ,Closed
ABC TEST TRIAL,156,Site 156,1561156,17-Jan-23,GDL,Please complete this field,CRA,18-Jan-23,GFA,Updated,19-Jan-23,HNH,Closed
ABC TEST TRIAL,460,Site 460,4601460,5-Jun-24,ZTJ,Please complete this field,CRA,24-Jun-24,MCT,Updated,9-Aug-24,PXW,Closed
ABC TEST TRIAL,347,Site 347,3471347,5-Jun-24,MRO,Please complete this field,CRA,24-Jun-24,KYY,Updated,9-Aug-24,COK,Closed
ABC TEST TRIAL,241,Site 241,2411241,17-Jan-23,HGN,Please complete this field,CRA,20-Jan-23,UDP,Updated,1-Feb-23,EZH,Closed
ABC TEST TRIAL,285,Site 285,2851285,12-May-23,NZS,Please complete this field,CRA,15-May-23,UTB,Updated,2-Jun-23,VIB,Closed
ABC TEST TRIAL,460,Site 460,4601460,17-Apr-23,KGL,Please complete this field,CRA,17-Apr-23,NJS,Updated,17-Apr-23,JUU,Closed
ABC TEST TRIAL,156,Site 156,1561156,18-Apr-23,NSX,Please complete this field,CRA,4-May-23,PUX,Updated,12-May-23,XLH,Closed
ABC TEST TRIAL,334,Site 334,3341334,20-Apr-23,FLM,Please complete this field,CRA,,,,20-Apr-23,HHF,Cancelled
ABC TEST TRIAL,429,Site 429,4291429,20-Apr-23,DZV,Please complete this field,CRA,,,,20-Apr-23,WAG,Cancelled
ABC TEST TRIAL,429,Site 429,4291429,9-May-24,PBW,Please complete this field,CRA,,,,9-May-24,ZEW,Cancelled
ABC TEST TRIAL,344,Site 344,3441344,20-Dec-22,VXS,Please complete this field,CRA,21-Dec-22,MLJ,Updated,17-Jan-23,CWR,Closed
ABC TEST TRIAL,347,Site 347,3471347,29-Oct-24,NDW,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,298,Site 298,2981298,29-Oct-24,QRT,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,195,Site 195,1951195,9-Nov-22,CXT,Please complete this field,CRA,16-Nov-22,HJT,Updated,3-Jan-23,BQF,Closed
ABC TEST TRIAL,445,Site 445,4451445,24-Mar-23,KBR,Please complete this field,CRA,31-Mar-23,CLA,Updated,13-Apr-23,NKW,Closed
ABC TEST TRIAL,154,Site 154,1541154,26-Sep-23,BZC,Please complete this field,CRA,28-Sep-23,LUY,Updated,3-Oct-23,MLF,Closed
ABC TEST TRIAL,295,Site 295,2951295,9-Mar-23,WKZ,Please complete this field,CRA,24-Mar-23,QUR,Updated,17-Apr-23,HXG,Closed
ABC TEST TRIAL,391,Site 391,3911391,3-Oct-23,DNM,Please complete this field,CRA,18-Oct-23,OMN,Updated,19-Oct-23,MAM,Closed
ABC TEST TRIAL,388,Site 388,3881388,19-Jan-23,LYJ,Please complete this field,CRA,20-Jan-23,BRJ,Updated,20-Jan-23,OHA,Closed
ABC TEST TRIAL,195,Site 195,1951195,22-Jul-22,CSB,Please complete this field,CRA,27-Jul-22,SAG,Updated,28-Jul-22,SXZ,Closed
ABC TEST TRIAL,479,Site 479,4791479,17-Jan-23,LAV,Please complete this field,CRA,17-Jan-23,GGD,Updated,18-Jan-23,VIL,Closed
ABC TEST TRIAL,460,Site 460,4601460,15-Aug-23,BEX,Please complete this field,CRA,16-Aug-23,JPQ,Updated,31-Aug-23,RJB,Closed
ABC TEST TRIAL,469,Site 469,4691469,3-Nov-22,ZTF,Please complete this field,CRA,9-Nov-22,ATI,Updated,29-Dec-22,FNQ,Closed
ABC TEST TRIAL,285,Site 285,2851285,19-Apr-23,VGJ,Please complete this field,CRA,27-Apr-23,WBS,Updated,17-May-23,IJH,Closed
ABC TEST TRIAL,492,Site 492,4921492,17-Jan-23,BML,Please complete this field,CRA,17-Jan-23,REP,Updated,18-Jan-23,XFT,Closed
ABC TEST TRIAL,195,Site 195,1951195,19-Apr-23,QPW,Please complete this field,CRA,27-Apr-23,MFC,Updated,17-May-23,ILP,Closed
ABC TEST TRIAL,492,Site 492,4921492,24-Jun-24,BOW,Please complete this field,CRA,25-Jun-24,SFO,Updated,30-Aug-24,QEI,Closed
ABC TEST TRIAL,183,Site 183,1831183,27-Dec-23,LRF,Please complete this field,CRA,26-Jan-24,LTY,Updated,21-Feb-24,YTV,Closed
ABC TEST TRIAL,168,Site 168,1681168,19-Mar-24,TNY,Please complete this field,CRA,26-Mar-24,HCQ,Updated,29-Aug-24,GSW,Closed
ABC TEST TRIAL,293,Site 293,2931293,19-Mar-24,EVV,Please complete this field,CRA,29-Mar-24,IMG,Updated,29-Aug-24,KMK,Closed
ABC TEST TRIAL,158,Site 158,1581158,19-Mar-24,ATR,Please complete this field,CRA,29-Mar-24,ICY,Updated,29-Aug-24,XNK,Closed
ABC TEST TRIAL,374,Site 374,3741374,20-Jun-24,CJF,Please complete this field,CRA,24-Jun-24,TCG,Updated,30-Aug-24,NIU,Closed
ABC TEST TRIAL,374,Site 374,3741374,24-Jun-24,APA,Please complete this field,CRA,25-Jun-24,ENW,Updated,30-Aug-24,YSJ,Closed
ABC TEST TRIAL,256,Site 256,2561256,24-Jun-24,ZWV,Please complete this field,CRA,25-Jun-24,FBG,Updated,30-Aug-24,NUW,Closed
ABC TEST TRIAL,391,Site 391,3911391,9-Mar-23,RDD,Please complete this field,CRA,9-Mar-23,FZJ,Updated,9-Mar-23,FGL,Closed
ABC TEST TRIAL,256,Site 256,2561256,2-Apr-24,ARU,Please complete this field,CRA,8-Apr-24,DKT,Updated,20-Jun-24,STG,Closed
ABC TEST TRIAL,168,Site 168,1681168,29-Feb-24,YTJ,Please complete this field,CRA,18-Mar-24,CQD,Updated,19-Apr-24,IHH,Closed
ABC TEST TRIAL,231,Site 231,2311231,29-Feb-24,URN,Please complete this field,CRA,18-Mar-24,MTP,Updated,19-Apr-24,RJZ,Closed
ABC TEST TRIAL,178,Site 178,1781178,29-Feb-24,MFQ,Please complete this field,CRA,18-Mar-24,DCJ,Updated,19-Apr-24,IQP,Closed
ABC TEST TRIAL,469,Site 469,4691469,29-Feb-24,EPF,Please complete this field,CRA,18-Mar-24,ZPG,Updated,19-Apr-24,ZRL,Closed
ABC TEST TRIAL,429,Site 429,4291429,29-Feb-24,QWH,Please complete this field,CRA,18-Mar-24,DYU,Updated,19-Apr-24,CLN,Closed
ABC TEST TRIAL,429,Site 429,4291429,29-Feb-24,PIU,Please complete this field,CRA,18-Mar-24,HMW,Updated,19-Apr-24,MAD,Closed
ABC TEST TRIAL,154,Site 154,1541154,14-Apr-23,BIA,Please complete this field,CRA,,,,14-Apr-23,FOM,Cancelled
ABC TEST TRIAL,469,Site 469,4691469,29-Dec-22,AKC,Please complete this field,CRA,29-Dec-22,TXM,Updated,10-Jan-23,XMN,Closed
ABC TEST TRIAL,241,Site 241,2411241,21-Feb-23,FPC,Please complete this field,CRA,20-Mar-23,HTH,Updated,27-Mar-23,AXM,Closed
ABC TEST TRIAL,322,Site 322,3221322,17-Jan-23,KMD,Please complete this field,CRA,17-Jan-23,UVA,Updated,18-Jan-23,LJZ,Closed
ABC TEST TRIAL,241,Site 241,2411241,17-Jan-23,EUE,Please complete this field,CRA,17-Jan-23,XHX,Updated,18-Jan-23,YBO,Closed
ABC TEST TRIAL,295,Site 295,2951295,24-Jun-24,OPC,Please complete this field,CRA,25-Jun-24,UPO,Updated,12-Sep-24,SCD,Closed
ABC TEST TRIAL,107,Site 107,1071107,27-Nov-23,MNT,Please complete this field,CRA,12-Dec-23,QZY,Updated,27-Dec-23,MQO,Closed
ABC TEST TRIAL,298,Site 298,2981298,29-Dec-22,LAP,Please complete this field,CRA,29-Dec-22,UCG,Updated,10-Jan-23,LCJ,Closed
ABC TEST TRIAL,132,Site 132,1321132,27-Mar-23,FRG,Please complete this field,CRA,31-Mar-23,WTD,Updated,13-Apr-23,MVB,Closed
ABC TEST TRIAL,334,Site 334,3341334,27-Mar-23,GNX,Please complete this field,CRA,31-Mar-23,VSF,Updated,13-Apr-23,GWX,Closed
ABC TEST TRIAL,301,Site 301,3011301,6-Sep-23,IDM,Please complete this field,CRA,8-Sep-23,UUL,Updated,15-Sep-23,EPX,Closed
ABC TEST TRIAL,107,Site 107,1071107,24-Mar-23,GBQ,Please complete this field,CRA,31-Mar-23,CXC,Updated,13-Apr-23,XXE,Closed
ABC TEST TRIAL,256,Site 256,2561256,24-Mar-23,KOE,Please complete this field,CRA,31-Mar-23,DJZ,Updated,13-Apr-23,VUA,Closed
ABC TEST TRIAL,445,Site 445,4451445,24-Mar-23,OBK,Please complete this field,CRA,31-Mar-23,SCL,Updated,13-Apr-23,EVD,Closed
ABC TEST TRIAL,404,Site 404,4041404,24-Mar-23,IRG,Please complete this field,CRA,31-Mar-23,NAG,Updated,13-Apr-23,BAM,Closed
ABC TEST TRIAL,357,Site 357,3571357,5-Sep-23,GVK,Please complete this field,CRA,14-Sep-23,UEX,Updated,22-Sep-23,NCD,Closed
ABC TEST TRIAL,357,Site 357,3571357,24-Mar-23,TFN,Please complete this field,CRA,31-Mar-23,ARB,Updated,13-Apr-23,HHS,Closed
ABC TEST TRIAL,195,Site 195,1951195,24-Mar-23,HPJ,Please complete this field,CRA,31-Mar-23,DSF,Updated,13-Apr-23,ETN,Closed
ABC TEST TRIAL,301,Site 301,3011301,24-Mar-23,NMS,Please complete this field,CRA,31-Mar-23,LKW,Updated,13-Apr-23,PVR,Closed
ABC TEST TRIAL,293,Site 293,2931293,24-Mar-23,UHR,Please complete this field,CRA,31-Mar-23,SFU,Updated,13-Apr-23,KFG,Closed
ABC TEST TRIAL,445,Site 445,4451445,24-Mar-23,FFZ,Please complete this field,CRA,31-Mar-23,AIR,Updated,13-Apr-23,SEG,Closed
ABC TEST TRIAL,460,Site 460,4601460,24-Mar-23,BXK,Please complete this field,CRA,31-Mar-23,DAS,Updated,13-Apr-23,YNA,Closed
ABC TEST TRIAL,195,Site 195,1951195,24-Mar-23,TWU,Please complete this field,CRA,31-Mar-23,AFE,Updated,13-Apr-23,EHO,Closed
ABC TEST TRIAL,154,Site 154,1541154,13-Jan-23,ULM,Please complete this field,CRA,13-Jan-23,ZXP,Updated,13-Jan-23,JEM,Closed
ABC TEST TRIAL,168,Site 168,1681168,3-Nov-22,OSS,Please complete this field,CRA,9-Nov-22,IGF,Updated,29-Dec-22,NLW,Closed
ABC TEST TRIAL,124,Site 124,1241124,3-Sep-24,VRR,Please complete this field,CRA,4-Sep-24,QGC,Updated,4-Sep-24,OKB,Closed
ABC TEST TRIAL,306,Site 306,3061306,18-Apr-23,RXV,Please complete this field,CRA,18-Apr-23,GLO,Updated,19-Apr-23,IEB,Closed
ABC TEST TRIAL,469,Site 469,4691469,21-Apr-23,NEJ,Please complete this field,CRA,23-Apr-23,OGX,Updated,31-May-23,KEN,Closed
ABC TEST TRIAL,241,Site 241,2411241,24-Jun-24,ABJ,Please complete this field,CRA,25-Jun-24,FFI,Updated,30-Aug-24,MZP,Closed
ABC TEST TRIAL,237,Site 237,2371237,24-Jun-24,XHE,Please complete this field,CRA,25-Jun-24,BQJ,Updated,30-Aug-24,CCW,Closed
ABC TEST TRIAL,381,Site 381,3811381,29-Oct-24,QYX,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,168,Site 168,1681168,29-Oct-24,EGT,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,496,Site 496,4961496,30-Oct-24,OTA,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,183,Site 183,1831183,30-Oct-24,BSO,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,447,Site 447,4471447,30-Oct-24,RKL,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,479,Site 479,4791479,30-Oct-24,PVA,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,492,Site 492,4921492,19-Mar-24,YIG,Please complete this field,CRA,26-Mar-24,MHM,Updated,29-Aug-24,RCI,Closed
ABC TEST TRIAL,322,Site 322,3221322,30-Oct-24,DZJ,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,496,Site 496,4961496,30-Oct-24,NFE,Please complete this field,CRA,,,,,,Open
ABC TEST TRIAL,107,Site 107,1071107,29-Aug-24,RFJ,Please complete this field,CRA,3-Sep-24,RJO,Updated,12-Sep-24,AHT,Closed
ABC TEST TRIAL,294,Site 294,2941294,21-Nov-22,WUX,Please complete this field,CRA,27-Dec-22,BLY,Updated,17-Jan-23,JSJ,Closed
ABC TEST TRIAL,154,Site 154,1541154,21-Nov-22,VLE,Please complete this field,CRA,27-Dec-22,FJK,Updated,17-Jan-23,ZKF,Closed
ABC TEST TRIAL,306,Site 306,3061306,2-Apr-24,OCY,Please complete this field,CRA,8-Apr-24,IWU,Updated,30-Aug-24,WQC,Closed
ABC TEST TRIAL,183,Site 183,1831183,30-Aug-24,QDC,Please complete this field,CRA,3-Sep-24,YYH,Updated,12-Sep-24,GUO,Closed
ABC TEST TRIAL,124,Site 124,1241124,30-Aug-24,MIK,Please complete this field,CRA,3-Sep-24,UUE,Updated,12-Sep-24,TSR,Closed
ABC TEST TRIAL,280,Site 280,2801280,16-May-24,SSW,Please complete this field,CRA,18-May-24,EFX,Updated,24-Jun-24,MVP,Closed
ABC TEST TRIAL,107,Site 107,1071107,24-Jun-24,VQZ,Please complete this field,CRA,25-Jun-24,LZY,Updated,30-Aug-24,HIJ,Closed
ABC TEST TRIAL,366,Site 366,3661366,29-Aug-24,EBL,Please complete this field,CRA,10-Sep-24,XOG,Updated,12-Sep-24,PUF,Closed
ABC TEST TRIAL,492,Site 492,4921492,24-Jun-24,PYQ,Please complete this field,CRA,25-Jun-24,KKU,Updated,30-Aug-24,RJM,Closed
ABC TEST TRIAL,168,Site 168,1681168,29-Aug-24,VIS,Please complete this field,CRA,10-Sep-24,KSW,Updated,12-Sep-24,KUT,Closed
ABC TEST TRIAL,323,Site 323,3231323,29-Aug-24,SQN,Please complete this field,CRA,3-Sep-24,PTK,Updated,12-Sep-24,RTV,Closed
ABC TEST TRIAL,301,Site 301,3011301,15-Oct-24,IYZ,Please complete this field,CRA,18-Oct-24,NPQ,Updated,31-Oct-24,RHT,Closed
ABC TEST TRIAL,301,Site 301,3011301,17-Nov-22,WPH,Please complete this field,CRA,24-Nov-22,BFV,Updated,20-Dec-22,VUZ,Closed
ABC TEST TRIAL,496,Site 496,4961496,22-Jul-22,ANJ,Please complete this field,CRA,29-Jul-22,MUA,Updated,2-Aug-22,OKY,Closed
ABC TEST TRIAL,347,Site 347,3471347,21-Jul-22,LIX,Please complete this field,CRA,29-Jul-22,ILG,Updated,29-Jul-22,SSN,Closed
ABC TEST TRIAL,156,Site 156,1561156,22-Jul-22,AEC,Please complete this field,CRA,29-Jul-22,VRJ,Updated,26-Aug-22,WYF,Closed
ABC TEST TRIAL,391,Site 391,3911391,16-Oct-24,FKH,Please complete this field,CRA,25-Oct-24,EYM,Updated,,,Answered
ABC TEST TRIAL,496,Site 496,4961496,19-Apr-23,ZPQ,Please complete this field,CRA,27-Apr-23,IQI,Updated,16-May-23,OMS,Closed
ABC TEST TRIAL,496,Site 496,4961496,22-Jul-22,EOR,Please complete this field,CRA,29-Jul-22,PBI,Updated,2-Aug-22,YKE,Closed
ABC TEST TRIAL,366,Site 366,3661366,17-Apr-23,GZW,Please complete this field,CRA,17-Apr-23,GXK,Updated,17-Apr-23,TKX,Closed
ABC TEST TRIAL,237,Site 237,2371237,12-May-23,FHE,Please complete this field,CRA,15-May-23,JMM,Updated,2-Jun-23,GZT,Closed
ABC TEST TRIAL,124,Site 124,1241124,3-Nov-22,ETA,Please complete this field,CRA,9-Nov-22,PBW,Updated,9-Nov-22,YKX,Closed
ABC TEST TRIAL,469,Site 469,4691469,20-Apr-23,QEM,Please complete this field,CRA,27-Apr-23,LAP,Updated,12-Jun-23,UYG,Closed
ABC TEST TRIAL,429,Site 429,4291429,10-Aug-23,THI,Please complete this field,CRA,25-Aug-23,HCU,Updated,31-Aug-23,OKL,Closed
ABC TEST TRIAL,357,Site 357,3571357,10-Aug-23,HVN,Please complete this field,CRA,25-Aug-23,WLN,Updated,31-Aug-23,CFG,Closed
ABC TEST TRIAL,267,Site 267,2671267,31-Aug-22,VDP,Please complete this field,CRA,,,,31-Aug-22,QWP,Cancelled
ABC TEST TRIAL,280,Site 280,2801280,31-Aug-22,AMX,Please complete this field,CRA,2-Sep-22,SVM,Updated,2-Sep-22,NVC,Closed
ABC TEST TRIAL,429,Site 429,4291429,29-Sep-22,DNU,Please complete this field,CRA,28-Oct-22,HVK,Updated,17-Nov-22,DCY,Closed
ABC TEST TRIAL,460,Site 460,4601460,11-Aug-22,GAP,Please complete this field,CRA,30-Aug-22,JNH,Updated,31-Aug-22,HGV,Closed
ABC TEST TRIAL,241,Site 241,2411241,2-Jun-23,LNN,Please complete this field,CRA,2-Jun-23,CZV,Updated,12-Jun-23,HWE,Closed
ABC TEST TRIAL,445,Site 445,4451445,11-Aug-22,NIT,Please complete this field,CRA,26-Aug-22,IRK,Updated,26-Aug-22,IUQ,Closed
ABC TEST TRIAL,294,Site 294,2941294,22-Jul-22,BBV,Please complete this field,CRA,29-Jul-22,VTE,Updated,2-Aug-22,KUY,Closed
ABC TEST TRIAL,301,Site 301,3011301,22-Jul-22,LSR,Please complete this field,CRA,29-Jul-22,RSS,Updated,29-Jul-22,CVU,Closed
ABC TEST TRIAL,256,Site 256,2561256,22-Jul-22,HNX,Please complete this field,CRA,29-Jul-22,EHF,Updated,29-Jul-22,MAA,Closed
ABC TEST TRIAL,285,Site 285,2851285,22-Jul-22,UTA,Please complete this field,CRA,29-Jul-22,TQN,Updated,2-Aug-22,DXB,Closed
ABC TEST TRIAL,168,Site 168,1681168,21-Jul-22,OGA,Please complete this field,CRA,29-Jul-22,QIW,Updated,29-Jul-22,VAL,Closed
ABC TEST TRIAL,195,Site 195,1951195,22-Jul-22,QUR,Please complete this field,CRA,29-Jul-22,TYJ,Updated,29-Jul-22,WSZ,Closed
ABC TEST TRIAL,262,Site 262,2621262,9-Nov-22,KTR,Please complete this field,CRA,5-Dec-22,PIR,Updated,18-Jan-23,FCQ,Closed
ABC TEST TRIAL,156,Site 156,1561156,17-May-23,KCA,Please complete this field,CRA,25-May-23,LGE,Updated,12-Jun-23,CSD,Closed
ABC TEST TRIAL,124,Site 124,1241124,17-Jan-23,PEJ,Please complete this field,CRA,17-Jan-23,XTJ,Updated,18-Jan-23,VEA,Closed
ABC TEST TRIAL,488,Site 488,4881488,27-Mar-23,GTG,Please complete this field,CRA,31-Mar-23,RQM,Updated,13-Apr-23,QFG,Closed
ABC TEST TRIAL,156,Site 156,1561156,17-Nov-22,YXA,Please complete this field,CRA,24-Nov-22,UPD,Updated,20-Dec-22,GEM,Closed
ABC TEST TRIAL,124,Site 124,1241124,22-Sep-23,IMA,Please complete this field,CRA,27-Sep-23,QLS,Updated,11-Oct-23,LCJ,Closed
ABC TEST TRIAL,255,Site 255,2551255,2-Jun-23,GTW,Please complete this field,CRA,2-Jun-23,KYV,Updated,12-Jun-23,EKJ,Closed
ABC TEST TRIAL,124,Site 124,1241124,21-Jul-22,KIZ,Please complete this field,CRA,27-Jul-22,FHI,Updated,29-Jul-22,WTZ,Closed
ABC TEST TRIAL,469,Site 469,4691469,26-Aug-22,MBO,Please complete this field,CRA,26-Aug-22,AMM,Updated,31-Aug-22,EZE,Closed
ABC TEST TRIAL,357,Site 357,3571357,21-Jul-22,RBY,Please complete this field,CRA,27-Jul-22,HUL,Updated,29-Jul-22,OWC,Closed
ABC TEST TRIAL,183,Site 183,1831183,21-Jul-22,SXD,Please complete this field,CRA,27-Jul-22,IHV,Updated,29-Jul-22,MMN,Closed
ABC TEST TRIAL,256,Site 256,2561256,26-Aug-22,CBR,Please complete this field,CRA,26-Aug-22,OVZ,Updated,31-Aug-22,BGN,Closed
ABC TEST TRIAL,293,Site 293,2931293,26-Aug-22,IGH,Please complete this field,CRA,26-Aug-22,XEB,Updated,26-Aug-22,HWW,Closed
ABC TEST TRIAL,301,Site 301,3011301,22-Jul-22,TGI,Please complete this field,CRA,27-Jul-22,IOF,Updated,28-Jul-22,HPZ,Closed
ABC TEST TRIAL,178,Site 178,1781178,19-Apr-23,CZX,Please complete this field,CRA,19-Apr-23,YFV,Updated,17-May-23,ZFK,Closed
ABC TEST TRIAL,156,Site 156,1561156,24-May-23,TDW,Please complete this field,CRA,24-May-23,COT,Updated,2-Jun-23,SMJ,Closed
ABC TEST TRIAL,381,Site 381,3811381,22-Jul-22,NEG,Please complete this field,CRA,27-Jul-22,GKZ,Updated,28-Jul-22,NXB,Closed
ABC TEST TRIAL,347,Site 347,3471347,18-Jul-23,MAA,Please complete this field,CRA,21-Jul-23,NYG,Updated,2-Aug-23,ISW,Closed
ABC TEST TRIAL,183,Site 183,1831183,29-Sep-22,JWF,Please complete this field,CRA,3-Nov-22,NWC,Updated,17-Jan-23,OJY,Closed
ABC TEST TRIAL,366,Site 366,3661366,26-Aug-22,FNZ,Please complete this field,CRA,30-Aug-22,UQZ,Updated,31-Aug-22,ZNJ,Closed
ABC TEST TRIAL,301,Site 301,3011301,21-Jul-22,XLG,Please complete this field,CRA,29-Jul-22,HOS,Updated,29-Jul-22,ULO,Closed
ABC TEST TRIAL,255,Site 255,2551255,29-May-23,OXL,Please complete this field,CRA,2-Jun-23,QCH,Updated,12-Jun-23,KCA,Closed
ABC TEST TRIAL,124,Site 124,1241124,29-May-23,VEI,Please complete this field,CRA,2-Jun-23,FQM,Updated,12-Jun-23,KRR,Closed
ABC TEST TRIAL,479,Site 479,4791479,17-Nov-22,BCR,Please complete this field,CRA,21-Dec-22,HGU,Updated,17-Jan-23,AIS,Closed
